"","SampleID","Type","CorrectName","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"704","MBRR","Right","Main Brook (norther penninsula)","MBR",4,"2020","September","6","9/6/2020",51.173267,-56.019963,"12Steleo","Salmo salar",200964,105754,"0.5262",105749,"0.5262","0.92","Sample",7207,"APC0235 Salmo salar qPCR 02","34.30830765","34.9943924","35.72095108",35.00788371,"0.706418345",13.922922,9.0550995,5.741615,9.57321216666667,"Detected",NA,NA,NA,NA,NA,NA,NA,145,0.6,0.5,16.8,NA,NA,NA,NA,NA,-80,NA,NA,1.2,90,NA,NA,"Y",NA,NA,0.3,0.4,0.6,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.4,0.5,0.7,0.4,NA,NA,NA,NA,0,0.1,0.3,0.4,0.6,0.5,0.4,0.6,0.8,0.8,0.9,0.7,0.9,0.8,0.6,0.6,0.1,0.4,0.4,0.1
"705","MBRR","Right","Main Brook (norther penninsula)","MBR",4,"2020","September","6","9/6/2020",51.173267,-56.019963,"FISHE","Salmo salar",264,117,"0.4432",0,"0","0.92","Sample",7207,"APC0235 Salmo salar qPCR 02","34.30830765","34.9943924","35.72095108",35.00788371,"0.706418345",13.922922,9.0550995,5.741615,9.57321216666667,"Detected",NA,NA,NA,NA,NA,NA,NA,145,0.6,0.5,16.8,NA,NA,NA,NA,NA,-80,NA,NA,1.2,90,NA,NA,"Y",NA,NA,0.3,0.4,0.6,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.4,0.5,0.7,0.4,NA,NA,NA,NA,0,0.1,0.3,0.4,0.6,0.5,0.4,0.6,0.8,0.8,0.9,0.7,0.9,0.8,0.6,0.6,0.1,0.4,0.4,0.1
"706","MBRR","Right","Main Brook (norther penninsula)","MBR",4,"2020","September","6","9/6/2020",51.173267,-56.019963,"MIFISHU","Salmo salar",695410,81875,"0.1177",81873,"0.1177","0.92","Sample",7207,"APC0235 Salmo salar qPCR 02","34.30830765","34.9943924","35.72095108",35.00788371,"0.706418345",13.922922,9.0550995,5.741615,9.57321216666667,"Detected",NA,NA,NA,NA,NA,NA,NA,145,0.6,0.5,16.8,NA,NA,NA,NA,NA,-80,NA,NA,1.2,90,NA,NA,"Y",NA,NA,0.3,0.4,0.6,0.7,0.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.4,0.5,0.7,0.4,NA,NA,NA,NA,0,0.1,0.3,0.4,0.6,0.5,0.4,0.6,0.8,0.8,0.9,0.7,0.9,0.8,0.6,0.6,0.1,0.4,0.4,0.1
"707","MDBC","Center","Middle Brook (Burgeo)","MDB",3,"2020","August","23","8/23/2020",47.648807,-57.824684,"12Steleo","Salmo salar",337834,2,"5.92e-06",0,"0","0.75","Sample",2895,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","MDBC","Center","Middle Brook (Burgeo)","MDB",3,"2020","August","23","8/23/2020",47.648807,-57.824684,"FISHE","Salmo salar",870,0,"0",0,"0","0.75","Sample",2895,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","MDBC","Center","Middle Brook (Burgeo)","MDB",3,"2020","August","23","8/23/2020",47.648807,-57.824684,"MIFISHU","Salmo salar",478676,1,"2.089e-06",0,"0","0.75","Sample",2895,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","MDBL","Left","Middle Brook (Burgeo)","MDB",2,"2020","August","23","8/23/2020",47.648876,-57.824699,"12Steleo","Salmo salar",7,1,"0.1429",0,"0","0.81","Sample",33,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","MDBL","Left","Middle Brook (Burgeo)","MDB",2,"2020","August","23","8/23/2020",47.648876,-57.824699,"MIFISHU","Salmo salar",35,2,"0.05714",0,"0","0.81","Sample",33,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","MDBR","Right","Middle Brook (Burgeo)","MDB",4,"2020","August","23","8/23/2020",47.648742,-57.824672,"12Steleo","Salmo salar",716137,3,"4.189e-06",0,"0","0.51","Sample",2189,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","MDBR","Right","Middle Brook (Burgeo)","MDB",4,"2020","August","23","8/23/2020",47.648742,-57.824672,"FISHE","Salmo salar",379,0,"0",0,"0","0.51","Sample",2189,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","MDBR","Right","Middle Brook (Burgeo)","MDB",4,"2020","August","23","8/23/2020",47.648742,-57.824672,"MIFISHU","Salmo salar",224223,3,"1.338e-05",0,"0","0.51","Sample",2189,"APC0235 Salmo salar qPCR 02","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.4,18.6,761.7,NA,"63.3",6,25.4,93.4,NA,257.9,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.1,0.1,0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.1,0.8,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","MIC21-C","Center","Michaels River","MIC",4,"2021","August","30","8/30/2021",54.6789,-57.81067,"12Steleo","Salmo salar",1018016,567251,"0.5572",567246,"0.5572","0.95","Sample",3114,"APC0235 Salmo salar qPCR 04","32.77759171","32.93209076","32.92784882",32.87917709,"0.08800109",38.5045,34.98131,35.0736,36.18647,"Detected","337",NA,NA,NA,NA,NA,NA,85,0.6,0.6,15.6,NA,101.2,"118.9",11.8,17,43.8,6.2,184.2,NA,NA,NA,NA,"N","filter clogged ~0.64","20m deep channel inaccessible - assume similar or greater than measurements as depth/flow 1",0.9,0.9,0.5,0.5,0.3,0.9,0.8,0.5,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,0.8,0.4,0.5,0.5,0.9,0.4,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","MIC21-L","Left","Michaels River","MIC",5,"2021","August","30","8/30/2021",54.67897,-57.81103,"12Steleo","Salmo salar",1256216,453333,"0.3609",453328,"0.3609","0.9","Sample",3686,"APC0235 Salmo salar qPCR 04","32.21640778","32.07033539","32.30732346",32.19802221,"0.119559014",54.56175,59.743496,51.56609,55.2904453333333,"Detected","338",NA,NA,NA,NA,NA,NA,85,0.6,0.6,15.6,NA,101.2,"118.9",11.8,17,43.8,6.2,184.2,NA,NA,NA,NA,"N","filter clogged ~0.4","20m deep channel inaccessible - assume similar or greater than measurements as depth/flow 1",0.9,0.9,0.5,0.5,0.3,0.9,0.8,0.5,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,0.8,0.4,0.5,0.5,0.9,0.4,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","MIC21-R1","Right","Michaels River","MIC",2,"2021","August","30","8/30/2021",54.67768,-57.80979,"12Steleo","Salmo salar",1079667,451047,"0.4178",451042,"0.4178","0.98","Sample",2479,"APC0235 Salmo salar qPCR 04","33.14522171","32.94805527","32.92848587",33.00725428,"0.119883271",30.64397,34.63616,35.059727,33.446619,"Detected","335",NA,NA,NA,NA,NA,NA,85,0.6,0.6,15.6,NA,101.2,"118.9",11.8,17,43.8,6.2,184.2,NA,NA,NA,NA,"N",NA,"20m deep channel inaccessible - assume similar or greater than measurements as depth/flow 1",0.9,0.9,0.5,0.5,0.3,0.9,0.8,0.5,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.9,0.8,0.4,0.5,0.5,0.9,0.4,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","MIPL","Left","Mitchels Pond","MIP",2,"2020","October","21","10/21/2020",47.59328,-52.8472,"12Steleo","Salmo salar",1505891,2,"1.328e-06",0,"0","1.03","Sample",4548,"APC0235 Salmo salar qPCR 03","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,759,NA,"85.2",9,118.1,-14.9,NA,174.3,NA,NA,NA,NA,"Y","248","Sampled outflow of ponds so no width, flow rate or depth measurements. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","MIPL","Left","Mitchels Pond","MIP",2,"2020","October","21","10/21/2020",47.59328,-52.8472,"FISHE","Salmo salar",1367,0,"0",0,"0","1.03","Sample",4548,"APC0235 Salmo salar qPCR 03","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,759,NA,"85.2",9,118.1,-14.9,NA,174.3,NA,NA,NA,NA,"Y","248","Sampled outflow of ponds so no width, flow rate or depth measurements. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","MIPL","Left","Mitchels Pond","MIP",2,"2020","October","21","10/21/2020",47.59328,-52.8472,"MIFISHU","Salmo salar",1762706,2,"1.135e-06",0,"0","1.03","Sample",4548,"APC0235 Salmo salar qPCR 03","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,759,NA,"85.2",9,118.1,-14.9,NA,174.3,NA,NA,NA,NA,"Y","248","Sampled outflow of ponds so no width, flow rate or depth measurements. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","MIPR","Right","Mitchels Pond","MIP",4,"2020","October","21","10/21/2020",47.59328,-52.8472,"12Steleo","Salmo salar",2712174,8,"2.95e-06",0,"0","0.96","Sample",5588,"APC0235 Salmo salar qPCR 03","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,759,NA,"85.2",9,118.1,-14.9,NA,174.3,NA,NA,NA,NA,"Y","246","Sampled outflow of ponds so no width, flow rate or depth measurements. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","MIPR","Right","Mitchels Pond","MIP",4,"2020","October","21","10/21/2020",47.59328,-52.8472,"FISHE","Salmo salar",25051,0,"0",0,"0","0.96","Sample",5588,"APC0235 Salmo salar qPCR 03","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,759,NA,"85.2",9,118.1,-14.9,NA,174.3,NA,NA,NA,NA,"Y","246","Sampled outflow of ponds so no width, flow rate or depth measurements. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","MIPR","Right","Mitchels Pond","MIP",4,"2020","October","21","10/21/2020",47.59328,-52.8472,"MIFISHU","Salmo salar",2638424,5,"1.895e-06",4,"1.516e-06","0.96","Sample",5588,"APC0235 Salmo salar qPCR 03","Undetermined","Undetermined","Undetermined",NA,"",NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,759,NA,"85.2",9,118.1,-14.9,NA,174.3,NA,NA,NA,NA,"Y","246","Sampled outflow of ponds so no width, flow rate or depth measurements. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","MKB2019C1","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"12Steleo","Salmo salar",1035306,449956,"0.4346",449951,"0.4346","1","Sample",1788,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.87253189","33.83342743","34.76893616",34.49163183,"0.572370326",9.455966,18.468412,10.108582,12.6776533333333,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","MKB2019C1","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"FISHE","Salmo salar",4761,1122,"0.2357",905,"0.1901","1","Sample",1788,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.87253189","33.83342743","34.76893616",34.49163183,"0.572370326",9.455966,18.468412,10.108582,12.6776533333333,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","MKB2019C1","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"MIFISHU","Salmo salar",1393271,147087,"0.1056",147085,"0.1056","1","Sample",1788,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.87253189","33.83342743","34.76893616",34.49163183,"0.572370326",9.455966,18.468412,10.108582,12.6776533333333,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","MKB2019C2","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"12Steleo","Salmo salar",1828051,90755,"0.04965",90750,"0.04964","1.01","Sample",1988,"APC0235 Salmo_salar  COI 96-well qPCR 03","33.58723831","33.48442841","34.0823555",33.71800741,"0.319694572",21.642582,23.124563,15.731994,20.1663796666667,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","MKB2019C2","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"FISHE","Salmo salar",9536,2474,"0.2594",2257,"0.2367","1.01","Sample",1988,"APC0235 Salmo_salar  COI 96-well qPCR 03","33.58723831","33.48442841","34.0823555",33.71800741,"0.319694572",21.642582,23.124563,15.731994,20.1663796666667,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","MKB2019C2","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"MIFISHU","Salmo salar",1773940,696664,"0.3927",696661,"0.3927","1.01","Sample",1988,"APC0235 Salmo_salar  COI 96-well qPCR 03","33.58723831","33.48442841","34.0823555",33.71800741,"0.319694572",21.642582,23.124563,15.731994,20.1663796666667,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","MKB2019C3","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"12Steleo","Salmo salar",1182642,305461,"0.2583",305456,"0.2583","0.98","Sample",1585,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.3375206","34.00924301","33.32774734",33.89150365,"0.515080017",13.347285,16.490711,25.58057,18.4728553333333,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","MKB2019C3","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"FISHE","Salmo salar",4273,1139,"0.2666",922,"0.2158","0.98","Sample",1585,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.3375206","34.00924301","33.32774734",33.89150365,"0.515080017",13.347285,16.490711,25.58057,18.4728553333333,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","MKB2019C3","Center","Makkovik Brook","MKB",3,"2019","September","1","9/1/2019",55.06326,-59.15686,"MIFISHU","Salmo salar",1989497,457254,"0.2298",457251,"0.2298","0.98","Sample",1585,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.3375206","34.00924301","33.32774734",33.89150365,"0.515080017",13.347285,16.490711,25.58057,18.4728553333333,"Detected","142",0.8,12,1,"11:29","12:19","0:50",NA,53.1,4.7,12.2,758.9,NA,"98.7",10.59,13.9,0.3,6.99,303.5,NA,NA,10,"sunny with breeze","yes",NA,NA,40,51,57,53,38,50,49,50,61,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.5,3.4,3.4,2.6,6.5,3.9,2,10.4,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","MLR2019C1","Center","Mulligan River","MLR",3,"2019","August","27","8/27/2019",53.82574,-59.91591,"12Steleo","Salmo salar",1705692,108040,"0.06334",108035,"0.06334","0.97","Sample",2650,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.56288147","36.9244194","34.27983856",35.25571314,"1.452055011",11.543588,2.5212905,13.852603,9.30582716666667,"Detected","64",0.8,12,1,"15:15","16:51","1:36",NA,85.5,2.3,16.4,760.3,NA,"99.5",9.72,11.5,52.8,6.08,158.6,NA,NA,70,"sunny and calm","didnt document",NA,NA,125,114,99,84,69,54.4,82.5,94,108,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,2.6,2.5,2,1.7,2.3,2.7,2.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","MLR2019C1","Center","Mulligan River","MLR",3,"2019","August","27","8/27/2019",53.82574,-59.91591,"FISHE","Salmo salar",9861,1141,"0.1157",924,"0.0937","0.97","Sample",2650,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.56288147","36.9244194","34.27983856",35.25571314,"1.452055011",11.543588,2.5212905,13.852603,9.30582716666667,"Detected","64",0.8,12,1,"15:15","16:51","1:36",NA,85.5,2.3,16.4,760.3,NA,"99.5",9.72,11.5,52.8,6.08,158.6,NA,NA,70,"sunny and calm","didnt document",NA,NA,125,114,99,84,69,54.4,82.5,94,108,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,2.6,2.5,2,1.7,2.3,2.7,2.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","MLR2019C1","Center","Mulligan River","MLR",3,"2019","August","27","8/27/2019",53.82574,-59.91591,"MIFISHU","Salmo salar",1410775,72943,"0.0517",72940,"0.0517","0.97","Sample",2650,"APC0235 Salmo_salar  COI 96-well qPCR 03","34.56288147","36.9244194","34.27983856",35.25571314,"1.452055011",11.543588,2.5212905,13.852603,9.30582716666667,"Detected","64",0.8,12,1,"15:15","16:51","1:36",NA,85.5,2.3,16.4,760.3,NA,"99.5",9.72,11.5,52.8,6.08,158.6,NA,NA,70,"sunny and calm","didnt document",NA,NA,125,114,99,84,69,54.4,82.5,94,108,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,2.6,2.5,2,1.7,2.3,2.7,2.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
