"","SampleID","Type","Name","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"545","IBRR","Right","Indian Bay River","IBR",2,"2020","September","4","9/4/2020",49.041692,-53.884874,"12Steleo","Oncorhynchus gorbuscha",851476,0,"0",0,"0","0.91","Sample",1065,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,18,0.1,0.6,19,760.3,NA,"113.3",10.5,23.8,9.4,NA,156,NA,NA,NA,NA,"Y",NA,NA,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,1.1,0.6,0.8,0.7,0.6,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","IBRR","Right","Indian Bay River","IBR",2,"2020","September","4","9/4/2020",49.041692,-53.884874,"FISHE","Oncorhynchus gorbuscha",4076,0,"0",0,"0","0.91","Sample",1065,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,18,0.1,0.6,19,760.3,NA,"113.3",10.5,23.8,9.4,NA,156,NA,NA,NA,NA,"Y",NA,NA,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,1.1,0.6,0.8,0.7,0.6,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","IBRR","Right","Indian Bay River","IBR",2,"2020","September","4","9/4/2020",49.041692,-53.884874,"MIFISHU","Oncorhynchus gorbuscha",1034725,0,"0",0,"0","0.91","Sample",1065,"APC0235 pink salmon qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected",NA,NA,NA,NA,NA,NA,NA,18,0.1,0.6,19,760.3,NA,"113.3",10.5,23.8,9.4,NA,156,NA,NA,NA,NA,"Y",NA,NA,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.5,1.1,0.6,0.8,0.7,0.6,0.5,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","IKA2019C1","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"12Steleo","Oncorhynchus gorbuscha",1387179,0,"0",0,"0","0.99","Sample",161,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,NA,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","IKA2019C1","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"FISHE","Oncorhynchus gorbuscha",73078,0,"0",0,"0","0.99","Sample",161,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,NA,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","IKA2019C1","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"MIFISHU","Oncorhynchus gorbuscha",1790107,1,"5.586e-07",0,"0","0.99","Sample",161,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,NA,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","IKA2019C2","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"12Steleo","Oncorhynchus gorbuscha",1037539,0,"0",0,"0","0.99","Sample",142,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,1,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","IKA2019C2","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"FISHE","Oncorhynchus gorbuscha",52736,0,"0",0,"0","0.99","Sample",142,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,1,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","IKA2019C2","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"MIFISHU","Oncorhynchus gorbuscha",1336698,0,"0",0,"0","0.99","Sample",142,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,1,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","IKA2019C3","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"12Steleo","Oncorhynchus gorbuscha",854286,0,"0",0,"0","0.99","Sample",131,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,NA,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","IKA2019C3","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"FISHE","Oncorhynchus gorbuscha",46468,0,"0",0,"0","0.99","Sample",131,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,NA,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","IKA2019C3","Center","Ikarut River","IKA",3,"2019","August","28","8/28/2019",58.15734,-63.09059,"MIFISHU","Oncorhynchus gorbuscha",1048580,0,"0",0,"0","0.99","Sample",131,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","80",0.8,12,NA,"16:45","17:45","1:00",NA,44.7,8,10.6,764.8,NA,"99.3",11.04,51.7,6,6.89,196.1,NA,NA,100,"windy and cold","didnt document",NA,NA,54.5,63,56.5,65,50,38,41,32,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,8.4,7.4,6.2,9.9,10.2,10.1,9.6,6.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","IKA21-C","Center","Ikarut River","IKA",3,"2021","August","28","8/28/2021",58.15593,-63.08666,"12Steleo","Oncorhynchus gorbuscha",20,0,"0",0,"0","1.01","Sample",62,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","304",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","IKA21-C","Center","Ikarut River","IKA",3,"2021","August","28","8/28/2021",58.15593,-63.08666,"FISHE","Oncorhynchus gorbuscha",3,0,"0",0,"0","1.01","Sample",62,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","304",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","IKA21-L","Left","Ikarut River","IKA",4,"2021","August","28","8/28/2021",58.15586,-63.08672,"12Steleo","Oncorhynchus gorbuscha",237,0,"0",0,"0","1","Sample",49,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","305",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","IKA21-L","Left","Ikarut River","IKA",4,"2021","August","28","8/28/2021",58.15586,-63.08672,"FISHE","Oncorhynchus gorbuscha",18234,0,"0",0,"0","1","Sample",49,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","305",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","IKA21-L","Left","Ikarut River","IKA",4,"2021","August","28","8/28/2021",58.15586,-63.08672,"MIFISHU","Oncorhynchus gorbuscha",6,0,"0",0,"0","1","Sample",49,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","305",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","IKA21-R","Right","Ikarut River","IKA",2,"2021","August","28","8/28/2021",58.15599,-63.0866,"12Steleo","Oncorhynchus gorbuscha",513704,0,"0",0,"0","1.03","Sample",209,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","303",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","IKA21-R","Right","Ikarut River","IKA",2,"2021","August","28","8/28/2021",58.15599,-63.0866,"FISHE","Oncorhynchus gorbuscha",24375,0,"0",0,"0","1.03","Sample",209,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","303",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","IKA21-R","Right","Ikarut River","IKA",2,"2021","August","28","8/28/2021",58.15599,-63.0866,"MIFISHU","Oncorhynchus gorbuscha",1303689,0,"0",0,"0","1.03","Sample",209,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","303",NA,NA,NA,NA,NA,NA,27,0.3,0.4,16.4,NA,101.8,"111.8",10.8,60.4,19.6,6.6,172.1,NA,NA,NA,NA,"Y",NA,NA,0.3,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.7,0.5,0.5,0.6,0.4,0.3,0.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","IKI2019C1","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"12Steleo","Oncorhynchus gorbuscha",1110552,26205,"0.0236",26203,"0.02359","0.97","Sample",1846,"APC0235 pink salmon qPCR 01","35.55924988","34.97475815","34.4015007",34.97850291,0.578883672,2.5529404,3.8496284,5.7592835,4.05395076666667,"Detected","75",0.8,12,1,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","IKI2019C1","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"FISHE","Oncorhynchus gorbuscha",19247,739,"0.0384",739,"0.0384","0.97","Sample",1846,"APC0235 pink salmon qPCR 01","35.55924988","34.97475815","34.4015007",34.97850291,0.578883672,2.5529404,3.8496284,5.7592835,4.05395076666667,"Detected","75",0.8,12,1,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","IKI2019C1","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"MIFISHU","Oncorhynchus gorbuscha",1669066,111549,"0.06683",111549,"0.06683","0.97","Sample",1846,"APC0235 pink salmon qPCR 01","35.55924988","34.97475815","34.4015007",34.97850291,0.578883672,2.5529404,3.8496284,5.7592835,4.05395076666667,"Detected","75",0.8,12,1,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","IKI2019C2","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"12Steleo","Oncorhynchus gorbuscha",973121,40499,"0.04162",40497,"0.04162","1.03","Sample",681,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","75",0.8,12,NA,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","IKI2019C2","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"FISHE","Oncorhynchus gorbuscha",6784,1012,"0.1492",1012,"0.1492","1.03","Sample",681,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","75",0.8,12,NA,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","IKI2019C2","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"MIFISHU","Oncorhynchus gorbuscha",1239917,161005,"0.1299",161005,"0.1299","1.03","Sample",681,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","75",0.8,12,NA,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","IKI2019C3","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"12Steleo","Oncorhynchus gorbuscha",630187,8085,"0.01283",8083,"0.01283","1","Sample",2796,"APC0235 pink salmon qPCR 01","35.45075226","35.97622681","36.18716049",35.87137985,0.379234669,2.755196,1.9045199,1.6421458,2.10062056666667,"Suspected","75",0.8,12,1,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","IKI2019C3","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"FISHE","Oncorhynchus gorbuscha",7140,68,"0.009524",68,"0.009524","1","Sample",2796,"APC0235 pink salmon qPCR 01","35.45075226","35.97622681","36.18716049",35.87137985,0.379234669,2.755196,1.9045199,1.6421458,2.10062056666667,"Suspected","75",0.8,12,1,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","IKI2019C3","Center","Ikinet","IKI",3,"2019","August","28","8/28/2019",57.44276,-62.50374,"MIFISHU","Oncorhynchus gorbuscha",830059,0,"0",0,"0","1","Sample",2796,"APC0235 pink salmon qPCR 01","35.45075226","35.97622681","36.18716049",35.87137985,0.379234669,2.755196,1.9045199,1.6421458,2.10062056666667,"Suspected","75",0.8,12,1,"13:16","14:39","1:23",NA,52.1,5.4,11.6,765.6,NA,"99",10.77,23.9,-16.6,7.29,162.7,NA,NA,100,"cold slight breeze","didnt document",NA,NA,23,40,63,45,53,65,52,63,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,6.4,8.2,2.6,3.9,2,7,6.8,3.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","JBB21-C","Center","Jeanette Bay Brook","JBB",3,"2021","August","30","8/30/2021",54.72023,-58.0785,"12Steleo","Oncorhynchus gorbuscha",672329,0,"0",0,"0","0.98","Sample",3329,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","333",NA,NA,NA,NA,NA,NA,27.1,0.4,0.5,14.4,NA,101.3,"119.3",12,18,51.9,6.1,277.6,NA,NA,NA,NA,"N",NA,"main channel too deep - ~8m channel with similar flow as depth/flow 1",0.4,0.6,0.4,0.4,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.9,0.2,0.3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","JBB21-L","Left","Jeanette Bay Brook","JBB",4,"2021","August","30","8/30/2021",54.72023,-58.0785,"12Steleo","Oncorhynchus gorbuscha",989948,0,"0",0,"0","1.02","Sample",2189,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","334",NA,NA,NA,NA,NA,NA,27.1,0.4,0.5,14.4,NA,101.3,"119.3",12,18,51.9,6.1,277.6,NA,NA,NA,NA,"N",NA,"main channel too deep - ~8m channel with similar flow as depth/flow 1",0.4,0.6,0.4,0.4,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.9,0.2,0.3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","JBB21-R","Right","Jeanette Bay Brook","JBB",2,"2021","August","30","8/30/2021",54.72023,-58.0785,"12Steleo","Oncorhynchus gorbuscha",907165,0,"0",0,"0","0.98","Sample",3043,"APC0235 pink salmon qPCR 04","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","332",NA,NA,NA,NA,NA,NA,27.1,0.4,0.5,14.4,NA,101.3,"119.3",12,18,51.9,6.1,277.6,NA,NA,NA,NA,"N",NA,"main channel too deep - ~8m channel with similar flow as depth/flow 1",0.4,0.6,0.4,0.4,0.4,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.9,0.2,0.3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","KAN2019C1","Center","Kangalaksiorvik","KAN",3,"2019","August","29","8/29/2019",59.3771,-64.06482,"12Steleo","Oncorhynchus gorbuscha",482401,0,"0",0,"0","1.01","Sample",2180,"APC0235 pink salmon qPCR 01","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","83",0.8,12,1,"10:10","11:05","0:55",NA,64.3,2.7,12.1,758.1,NA,"92.4",9.94,23.4,18.3,6.68,313.5,NA,NA,100,"cold with breeze","didnt document",NA,"we saw a wolf!",72.5,70.5,58,29,42.5,65,97,65,54,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2.7,5.9,1.6,6.2,2.4,0,2,3.2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
