"","SampleID","Type","Name","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","Notes","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"400","KLK2019C3","Center","Kogluktukoluk","KLK",3,"2019","August","31","8/31/2019",56.28733,-62.12814,"MIFISHU","Salvelinus alpinus",1252467,436130,"0.3482",436121,"0.3482","1.01","Sample",1107,"APC0235 Arctic charr qPCR 01 R2","35.5","34.404","34.527",34.81,0.6,5.967,12.46,11.477,9.968,"Detected","","127",0.8,12,1,"13:25","14:25","1:00",NA,56.7,4.3,15,747.7,NA,"90.5",9.24,22.8,8.4,6.85,166.1,NA,NA,70,"windy","no",NA,"covered approx 2/3 of river. the 1/3rd not covered contains most of the river volume.",98,84,79,52,56,84,44,18,20,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4.2,4.5,5,5.8,5.3,4.2,2.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","LAL2019C1","Center","Lanse Au Loup","LAL",3,"2019","September","4","9/4/2019",51.52618,-56.83127,"FISHE","Salvelinus alpinus",12887,0,"0",0,"0","1.02","Sample",2326,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","169",0.8,14,NA,"11:04","12:31","1:27",NA,77,5.3,12.7,765.4,NA,"94.9",10.14,33,-25.6,7.45,160.1,NA,NA,10,"calm","no","collection point is ~ 6ft out from wpt 169","couldnt get to very center of flow for measurements. collected L samples then crossed bridge and went down R bank to collect R and C samples. didnt take any flow measurements on L side",41,75,80,77,93,76,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5,6.7,5,6.3,6.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","LAL2019C1","Center","Lanse Au Loup","LAL",3,"2019","September","4","9/4/2019",51.52618,-56.83127,"MIFISHU","Salvelinus alpinus",1819900,14,"7.693e-06",5,"2.747e-06","1.02","Sample",2326,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","169",0.8,14,NA,"11:04","12:31","1:27",NA,77,5.3,12.7,765.4,NA,"94.9",10.14,33,-25.6,7.45,160.1,NA,NA,10,"calm","no","collection point is ~ 6ft out from wpt 169","couldnt get to very center of flow for measurements. collected L samples then crossed bridge and went down R bank to collect R and C samples. didnt take any flow measurements on L side",41,75,80,77,93,76,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5,6.7,5,6.3,6.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","LAL2019C2","Center","Lanse Au Loup","LAL",3,"2019","September","4","9/4/2019",51.52618,-56.83127,"FISHE","Salvelinus alpinus",10871,0,"0",0,"0","1.02","Sample",1069,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","169",0.8,14,1,"11:04","12:31","1:27",NA,77,5.3,12.7,765.4,NA,"94.9",10.14,33,-25.6,7.45,160.1,NA,NA,10,"calm","no","collection point is ~ 6ft out from wpt 169","couldnt get to very center of flow for measurements. collected L samples then crossed bridge and went down R bank to collect R and C samples. didnt take any flow measurements on L side",41,75,80,77,93,76,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5,6.7,5,6.3,6.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","LAL2019C2","Center","Lanse Au Loup","LAL",3,"2019","September","4","9/4/2019",51.52618,-56.83127,"MIFISHU","Salvelinus alpinus",1495884,9,"6.017e-06",3,"2.006e-06","1.02","Sample",1069,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","169",0.8,14,1,"11:04","12:31","1:27",NA,77,5.3,12.7,765.4,NA,"94.9",10.14,33,-25.6,7.45,160.1,NA,NA,10,"calm","no","collection point is ~ 6ft out from wpt 169","couldnt get to very center of flow for measurements. collected L samples then crossed bridge and went down R bank to collect R and C samples. didnt take any flow measurements on L side",41,75,80,77,93,76,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5,6.7,5,6.3,6.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","LAL2019C3","Center","Lanse Au Loup","LAL",3,"2019","September","4","9/4/2019",51.52618,-56.83127,"FISHE","Salvelinus alpinus",8506,0,"0",0,"0","1.05","Sample",2588,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","169",0.8,14,NA,"11:04","12:31","1:27",NA,77,5.3,12.7,765.4,NA,"94.9",10.14,33,-25.6,7.45,160.1,NA,NA,10,"calm","no","collection point is ~ 6ft out from wpt 169","couldnt get to very center of flow for measurements. collected L samples then crossed bridge and went down R bank to collect R and C samples. didnt take any flow measurements on L side",41,75,80,77,93,76,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5,6.7,5,6.3,6.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","LAL2019C3","Center","Lanse Au Loup","LAL",3,"2019","September","4","9/4/2019",51.52618,-56.83127,"MIFISHU","Salvelinus alpinus",1765241,12,"6.798e-06",5,"2.832e-06","1.05","Sample",2588,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","","169",0.8,14,NA,"11:04","12:31","1:27",NA,77,5.3,12.7,765.4,NA,"94.9",10.14,33,-25.6,7.45,160.1,NA,NA,10,"calm","no","collection point is ~ 6ft out from wpt 169","couldnt get to very center of flow for measurements. collected L samples then crossed bridge and went down R bank to collect R and C samples. didnt take any flow measurements on L side",41,75,80,77,93,76,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.5,6.7,5,6.3,6.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","LAMC","Center","Lamaline","LAM",3,"2020","August","28","8/28/2020",46.875258,-55.775782,"FISHE","Salvelinus alpinus",384,0,"0",0,"0","1","Sample",5611,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,20.7,0.5,1.3,17.6,750.2,NA,"84.6",8.1,35.3,-18.8,NA,163,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.4,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,0.7,1.3,1.6,1.6,1.1,1.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","LAMC","Center","Lamaline","LAM",3,"2020","August","28","8/28/2020",46.875258,-55.775782,"MIFISHU","Salvelinus alpinus",1028636,2,"1.944e-06",2,"1.944e-06","1","Sample",5611,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,20.7,0.5,1.3,17.6,750.2,NA,"84.6",8.1,35.3,-18.8,NA,163,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.4,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,0.7,1.3,1.6,1.6,1.1,1.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","LAML","Left","Lamaline","LAM",2,"2020","August","28","8/28/2020",46.875243,-55.775842,"FISHE","Salvelinus alpinus",772,0,"0",0,"0","0.99","Sample",5605,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,20.7,0.5,1.3,17.6,750.2,NA,"84.6",8.1,35.3,-18.8,NA,163,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.4,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,0.7,1.3,1.6,1.6,1.1,1.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","LAML","Left","Lamaline","LAM",2,"2020","August","28","8/28/2020",46.875243,-55.775842,"MIFISHU","Salvelinus alpinus",1236601,1,"8.087e-07",0,"0","0.99","Sample",5605,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,20.7,0.5,1.3,17.6,750.2,NA,"84.6",8.1,35.3,-18.8,NA,163,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.4,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,0.7,1.3,1.6,1.6,1.1,1.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","LAMR","Right","Lamaline","LAM",4,"2020","August","28","8/28/2020",46.875314,-55.775667,"FISHE","Salvelinus alpinus",921,0,"0",0,"0","1","Sample",3931,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,20.7,0.5,1.3,17.6,750.2,NA,"84.6",8.1,35.3,-18.8,NA,163,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.4,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,0.7,1.3,1.6,1.6,1.1,1.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","LAMR","Right","Lamaline","LAM",4,"2020","August","28","8/28/2020",46.875314,-55.775667,"MIFISHU","Salvelinus alpinus",1158516,0,"0",0,"0","1","Sample",3931,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,20.7,0.5,1.3,17.6,750.2,NA,"84.6",8.1,35.3,-18.8,NA,163,NA,NA,NA,NA,"Y",NA,NA,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.4,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,0.7,1.3,1.6,1.6,1.1,1.6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","LCOC","Center","Little Codroy","LCO",3,"2020","August","22","8/22/2020",47.788209,-59.231692,"FISHE","Salvelinus alpinus",1043,0,"0",0,"0","1.02","Sample",20983,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51,0.4,0.2,15.8,758.1,NA,"72.8",7.3,79,-15.1,NA,209.6,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.4,0.4,0.5,0.5,0.5,0.4,0.1,0.1,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","LCOC","Center","Little Codroy","LCO",3,"2020","August","22","8/22/2020",47.788209,-59.231692,"MIFISHU","Salvelinus alpinus",1550068,0,"0",0,"0","1.02","Sample",20983,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51,0.4,0.2,15.8,758.1,NA,"72.8",7.3,79,-15.1,NA,209.6,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.4,0.4,0.5,0.5,0.5,0.4,0.1,0.1,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","LCOL","Left","Little Codroy","LCO",2,"2020","August","22","8/22/2020",47.788332,-59.231722,"FISHE","Salvelinus alpinus",2150,0,"0",0,"0","1.03","Sample",15796,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,51,0.4,0.2,15.8,758.1,NA,"72.8",7.3,79,-15.1,NA,209.6,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.4,0.4,0.5,0.5,0.5,0.4,0.1,0.1,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","LCOL","Left","Little Codroy","LCO",2,"2020","August","22","8/22/2020",47.788332,-59.231722,"MIFISHU","Salvelinus alpinus",1283389,2,"1.558e-06",2,"1.558e-06","1.03","Sample",15796,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,51,0.4,0.2,15.8,758.1,NA,"72.8",7.3,79,-15.1,NA,209.6,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.4,0.4,0.5,0.5,0.5,0.4,0.1,0.1,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","LCOR","Right","Little Codroy","LCO",4,"2020","August","22","8/22/2020",47.787978,-59.231664,"FISHE","Salvelinus alpinus",2203,0,"0",0,"0","1.01","Sample",17772,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51,0.4,0.2,15.8,758.1,NA,"72.8",7.3,79,-15.1,NA,209.6,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.4,0.4,0.5,0.5,0.5,0.4,0.1,0.1,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","LCOR","Right","Little Codroy","LCO",4,"2020","August","22","8/22/2020",47.787978,-59.231664,"MIFISHU","Salvelinus alpinus",1965335,0,"0",0,"0","1.01","Sample",17772,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51,0.4,0.2,15.8,758.1,NA,"72.8",7.3,79,-15.1,NA,209.6,NA,NA,NA,NA,"Y",NA,"Eels present. ",0.4,0.4,0.5,0.5,0.5,0.4,0.1,0.1,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","LIBC","Center","Little Bay Brook","LIB",3,"2020","August","24","8/24/2020",47.641827,-56.663036,"FISHE","Salvelinus alpinus",42227,6030,"0.1428",6012,"0.1424","1","Sample",643,"APC0235 Arctic charr qPCR 02","35.577","34.988","35.252",35.272,0.295,3.999,5.955,4.982,4.97866666666667,"Detected","",NA,NA,NA,1,NA,NA,NA,7.6,0.1,0.2,17.4,757.9,NA,"76.3",7.3,13.2,25,NA,274.5,NA,NA,NA,NA,"Y",NA,"No eels found.",0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","LIBC","Center","Little Bay Brook","LIB",3,"2020","August","24","8/24/2020",47.641827,-56.663036,"MIFISHU","Salvelinus alpinus",1376605,254472,"0.1849",254464,"0.1848","1","Sample",643,"APC0235 Arctic charr qPCR 02","35.577","34.988","35.252",35.272,0.295,3.999,5.955,4.982,4.97866666666667,"Detected","",NA,NA,NA,1,NA,NA,NA,7.6,0.1,0.2,17.4,757.9,NA,"76.3",7.3,13.2,25,NA,274.5,NA,NA,NA,NA,"Y",NA,"No eels found.",0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","LIBL","Left","Little Bay Brook","LIB",2,"2020","August","24","8/24/2020",47.641116,-56.662621,"FISHE","Salvelinus alpinus",38667,1434,"0.03709",1420,"0.03672","1.01","Sample",488,"APC0235 Arctic charr qPCR 02","36.931","35.747","Undetermined",36.339,0.837,1.599,3.563,NA,2.581,"Suspected","",NA,NA,NA,1,NA,NA,NA,7.6,0.1,0.2,17.4,757.9,NA,"76.3",7.3,13.2,25,NA,274.5,NA,NA,NA,NA,"Y",NA,"No eels found.",0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","LIBL","Left","Little Bay Brook","LIB",2,"2020","August","24","8/24/2020",47.641116,-56.662621,"MIFISHU","Salvelinus alpinus",1732432,107910,"0.06229",107902,"0.06228","1.01","Sample",488,"APC0235 Arctic charr qPCR 02","36.931","35.747","Undetermined",36.339,0.837,1.599,3.563,NA,2.581,"Suspected","",NA,NA,NA,1,NA,NA,NA,7.6,0.1,0.2,17.4,757.9,NA,"76.3",7.3,13.2,25,NA,274.5,NA,NA,NA,NA,"Y",NA,"No eels found.",0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","LIBR","Right","Little Bay Brook","LIB",4,"2020","August","24","8/24/2020",47.641807,-56.662966,"FISHE","Salvelinus alpinus",53470,1839,"0.03439",1823,"0.03409","1","Sample",602,"APC0235 Arctic charr qPCR 02","36.558","36.583","36.909",36.683,0.196,2.058,2.023,1.622,1.901,"Suspected","",NA,NA,NA,1,NA,NA,NA,7.6,0.1,0.2,17.4,757.9,NA,"76.3",7.3,13.2,25,NA,274.5,NA,NA,NA,NA,"Y",NA,"No eels found.",0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","LIBR","Right","Little Bay Brook","LIB",4,"2020","August","24","8/24/2020",47.641807,-56.662966,"MIFISHU","Salvelinus alpinus",1700895,270462,"0.159",270454,"0.159","1","Sample",602,"APC0235 Arctic charr qPCR 02","36.558","36.583","36.909",36.683,0.196,2.058,2.023,1.622,1.901,"Suspected","",NA,NA,NA,1,NA,NA,NA,7.6,0.1,0.2,17.4,757.9,NA,"76.3",7.3,13.2,25,NA,274.5,NA,NA,NA,NA,"Y",NA,"No eels found.",0.2,0.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","LRDC","Center","Little River","LRD",3,"2020","August","29","8/29/2020",47.857291,-55.683706,"FISHE","Salvelinus alpinus",982,0,"0",0,"0","0.99","Sample",4052,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,36.1,0.2,0.8,16.3,753.7,NA,"84.3",8.2,16.7,-7,NA,224,NA,NA,NA,NA,"Y","Eels present","Eels present",0.3,0.1,0.1,0.1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,1.1,1,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","LRDC","Center","Little River","LRD",3,"2020","August","29","8/29/2020",47.857291,-55.683706,"MIFISHU","Salvelinus alpinus",1004418,1,"9.956e-07",0,"0","0.99","Sample",4052,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,36.1,0.2,0.8,16.3,753.7,NA,"84.3",8.2,16.7,-7,NA,224,NA,NA,NA,NA,"Y","Eels present","Eels present",0.3,0.1,0.1,0.1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,1.1,1,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","LRDL","Left","Little River","LRD",2,"2020","August","29","8/29/2020",47.857361,-55.683858,"FISHE","Salvelinus alpinus",252,0,"0",0,"0","0.98","Sample",6271,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,36.1,0.2,0.8,16.3,753.7,NA,"84.3",8.2,16.7,-7,NA,224,NA,NA,NA,NA,"Y","Eels present","Eels present",0.3,0.1,0.1,0.1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,1.1,1,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","LRDL","Left","Little River","LRD",2,"2020","August","29","8/29/2020",47.857361,-55.683858,"MIFISHU","Salvelinus alpinus",319108,0,"0",0,"0","0.98","Sample",6271,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,NA,NA,NA,NA,36.1,0.2,0.8,16.3,753.7,NA,"84.3",8.2,16.7,-7,NA,224,NA,NA,NA,NA,"Y","Eels present","Eels present",0.3,0.1,0.1,0.1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,1.1,1,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","MBB2019C1","Center","Muddy Bay Brook","MBB",3,"2019","September","2","9/2/2019",53.61678,-57.03736,"FISHE","Salvelinus alpinus",4993,431,"0.08632",418,"0.08372","1.02","Sample",2507,"APC0235 Arctic charr qPCR 01 R2","35.966","34.63","36.22",35.605,0.854,4.361,10.711,3.677,6.24966666666667,"Detected","","158",0.8,14,1,"18:37","19:32","0:55",NA,81.4,1.7,14.5,759.7,NA,"94.4",9.63,17,54.1,6.05,229.3,NA,NA,40,"breezy","yes",NA,NA,51,65,93,92,87,81,76,85,82,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.3,2.1,0.8,0.4,1.7,1.6,1.2,2.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","MBB2019C1","Center","Muddy Bay Brook","MBB",3,"2019","September","2","9/2/2019",53.61678,-57.03736,"MIFISHU","Salvelinus alpinus",2637332,277415,"0.1052",277405,"0.1052","1.02","Sample",2507,"APC0235 Arctic charr qPCR 01 R2","35.966","34.63","36.22",35.605,0.854,4.361,10.711,3.677,6.24966666666667,"Detected","","158",0.8,14,1,"18:37","19:32","0:55",NA,81.4,1.7,14.5,759.7,NA,"94.4",9.63,17,54.1,6.05,229.3,NA,NA,40,"breezy","yes",NA,NA,51,65,93,92,87,81,76,85,82,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.3,2.1,0.8,0.4,1.7,1.6,1.2,2.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","MBB2019C3","Center","Muddy Bay Brook","MBB",3,"2019","September","2","9/2/2019",53.61678,-57.03736,"FISHE","Salvelinus alpinus",3730,0,"0",0,"0","0.99","Sample",2195,"APC0235 Arctic charr qPCR 01 R2","36.63","Undetermined","37.494",37.062,0.611,2.791,NA,1.562,2.1765,"Suspected","Kept the Redo plate results. In the first run, all three replicates amplified, but the Ct values were overestimated due to standard curve issue and wrong Taq master mix.","158",0.8,14,1,"18:37","19:32","0:55",NA,81.4,1.7,14.5,759.7,NA,"94.4",9.63,17,54.1,6.05,229.3,NA,NA,40,"breezy","yes",NA,NA,51,65,93,92,87,81,76,85,82,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.3,2.1,0.8,0.4,1.7,1.6,1.2,2.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
